,state,year,month,indicator,overdose_deaths,state_name,Date_Month_Year
24346,MN,2019,12,Number of Drug Overdose Deaths,788,Minnesota,12 2019
24358,MN,2019,2,Number of Drug Overdose Deaths,658,Minnesota,2 2019
24362,MN,2019,1,Number of Drug Overdose Deaths,665,Minnesota,1 2019
24381,MN,2019,7,Number of Drug Overdose Deaths,721,Minnesota,7 2019
24394,MN,2019,6,Number of Drug Overdose Deaths,708,Minnesota,6 2019
24402,MN,2019,3,Number of Drug Overdose Deaths,650,Minnesota,3 2019
24419,MN,2019,5,Number of Drug Overdose Deaths,690,Minnesota,5 2019
24431,MN,2019,11,Number of Drug Overdose Deaths,769,Minnesota,11 2019
24440,MN,2019,10,Number of Drug Overdose Deaths,767,Minnesota,10 2019
24451,MN,2019,9,Number of Drug Overdose Deaths,753,Minnesota,9 2019
24467,MN,2020,4,Number of Drug Overdose Deaths,858,Minnesota,4 2020
24477,MN,2020,8,Number of Drug Overdose Deaths,976,Minnesota,8 2020
24488,MN,2020,12,Number of Drug Overdose Deaths,"1,065",Minnesota,12 2020
24498,MN,2020,2,Number of Drug Overdose Deaths,791,Minnesota,2 2020
24515,MN,2020,1,Number of Drug Overdose Deaths,782,Minnesota,1 2020
24524,MN,2020,7,Number of Drug Overdose Deaths,937,Minnesota,7 2020
24538,MN,2020,6,Number of Drug Overdose Deaths,919,Minnesota,6 2020
24548,MN,2020,3,Number of Drug Overdose Deaths,827,Minnesota,3 2020
24559,MN,2020,5,Number of Drug Overdose Deaths,905,Minnesota,5 2020
24570,MN,2020,11,Number of Drug Overdose Deaths,"1,040",Minnesota,11 2020
24581,MN,2020,10,Number of Drug Overdose Deaths,"1,015",Minnesota,10 2020
24599,MN,2020,9,Number of Drug Overdose Deaths,994,Minnesota,9 2020
24611,MN,2021,4,Number of Drug Overdose Deaths,"1,190",Minnesota,4 2021
24620,MN,2021,8,Number of Drug Overdose Deaths,"1,250",Minnesota,8 2021
24629,MN,2021,12,Number of Drug Overdose Deaths,"1,344",Minnesota,12 2021
24643,MN,2021,2,Number of Drug Overdose Deaths,"1,139",Minnesota,2 2021
24654,MN,2021,1,Number of Drug Overdose Deaths,"1,106",Minnesota,1 2021
24671,MN,2021,7,Number of Drug Overdose Deaths,"1,223",Minnesota,7 2021
24682,MN,2021,6,Number of Drug Overdose Deaths,"1,186",Minnesota,6 2021
24691,MN,2021,3,Number of Drug Overdose Deaths,"1,178",Minnesota,3 2021
24706,MN,2021,5,Number of Drug Overdose Deaths,"1,184",Minnesota,5 2021
24716,MN,2021,11,Number of Drug Overdose Deaths,"1,325",Minnesota,11 2021
24730,MN,2021,10,Number of Drug Overdose Deaths,"1,297",Minnesota,10 2021
24741,MN,2021,9,Number of Drug Overdose Deaths,"1,277",Minnesota,9 2021
24749,MN,2022,4,Number of Drug Overdose Deaths,"1,334",Minnesota,4 2022
24763,MN,2022,8,Number of Drug Overdose Deaths,"1,349",Minnesota,8 2022
24772,MN,2022,2,Number of Drug Overdose Deaths,"1,360",Minnesota,2 2022
24786,MN,2022,1,Number of Drug Overdose Deaths,"1,361",Minnesota,1 2022
24797,MN,2022,7,Number of Drug Overdose Deaths,"1,362",Minnesota,7 2022
24815,MN,2022,6,Number of Drug Overdose Deaths,"1,378",Minnesota,6 2022
24823,MN,2022,3,Number of Drug Overdose Deaths,"1,350",Minnesota,3 2022
24839,MN,2022,5,Number of Drug Overdose Deaths,"1,343",Minnesota,5 2022
24845,MO,2015,4,Number of Drug Overdose Deaths,"1,072",Missouri,4 2015
24862,MO,2015,8,Number of Drug Overdose Deaths,"1,070",Missouri,8 2015
24865,MO,2015,12,Number of Drug Overdose Deaths,"1,087",Missouri,12 2015
24886,MO,2015,2,Number of Drug Overdose Deaths,"1,107",Missouri,2 2015
24899,MO,2015,1,Number of Drug Overdose Deaths,"1,108",Missouri,1 2015
24911,MO,2015,7,Number of Drug Overdose Deaths,"1,103",Missouri,7 2015
24919,MO,2015,6,Number of Drug Overdose Deaths,"1,116",Missouri,6 2015
24929,MO,2015,3,Number of Drug Overdose Deaths,"1,092",Missouri,3 2015
24945,MO,2015,5,Number of Drug Overdose Deaths,"1,093",Missouri,5 2015
24951,MO,2015,11,Number of Drug Overdose Deaths,"1,090",Missouri,11 2015
24969,MO,2015,10,Number of Drug Overdose Deaths,"1,071",Missouri,10 2015
24972,MO,2015,9,Number of Drug Overdose Deaths,"1,081",Missouri,9 2015
24991,MO,2016,4,Number of Drug Overdose Deaths,"1,150",Missouri,4 2016
25006,MO,2016,8,Number of Drug Overdose Deaths,"1,236",Missouri,8 2016
25011,MO,2016,12,Number of Drug Overdose Deaths,"1,386",Missouri,12 2016
25027,MO,2016,2,Number of Drug Overdose Deaths,"1,121",Missouri,2 2016
25042,MO,2016,1,Number of Drug Overdose Deaths,"1,096",Missouri,1 2016
25051,MO,2016,7,Number of Drug Overdose Deaths,"1,192",Missouri,7 2016
25066,MO,2016,6,Number of Drug Overdose Deaths,"1,157",Missouri,6 2016
25077,MO,2016,3,Number of Drug Overdose Deaths,"1,129",Missouri,3 2016
25088,MO,2016,5,Number of Drug Overdose Deaths,"1,147",Missouri,5 2016
25099,MO,2016,11,Number of Drug Overdose Deaths,"1,329",Missouri,11 2016
25113,MO,2016,10,Number of Drug Overdose Deaths,"1,288",Missouri,10 2016
25125,MO,2016,9,Number of Drug Overdose Deaths,"1,247",Missouri,9 2016
25138,MO,2017,4,Number of Drug Overdose Deaths,"1,403",Missouri,4 2017
25151,MO,2017,8,Number of Drug Overdose Deaths,"1,392",Missouri,8 2017
25163,MO,2017,12,Number of Drug Overdose Deaths,"1,398",Missouri,12 2017
25173,MO,2017,2,Number of Drug Overdose Deaths,"1,388",Missouri,2 2017
25187,MO,2017,1,Number of Drug Overdose Deaths,"1,394",Missouri,1 2017
25198,MO,2017,7,Number of Drug Overdose Deaths,"1,395",Missouri,7 2017
25205,MO,2017,6,Number of Drug Overdose Deaths,"1,403",Missouri,6 2017
25221,MO,2017,3,Number of Drug Overdose Deaths,"1,415",Missouri,3 2017
25234,MO,2017,5,Number of Drug Overdose Deaths,"1,403",Missouri,5 2017
25245,MO,2017,11,Number of Drug Overdose Deaths,"1,407",Missouri,11 2017
25256,MO,2017,10,Number of Drug Overdose Deaths,"1,428",Missouri,10 2017
25262,MO,2017,9,Number of Drug Overdose Deaths,"1,421",Missouri,9 2017
25280,MO,2018,4,Number of Drug Overdose Deaths,"1,440",Missouri,4 2018
25294,MO,2018,8,Number of Drug Overdose Deaths,"1,560",Missouri,8 2018
25307,MO,2018,12,Number of Drug Overdose Deaths,"1,635",Missouri,12 2018
25318,MO,2018,2,Number of Drug Overdose Deaths,"1,407",Missouri,2 2018
25330,MO,2018,1,Number of Drug Overdose Deaths,"1,397",Missouri,1 2018
25341,MO,2018,7,Number of Drug Overdose Deaths,"1,524",Missouri,7 2018
25354,MO,2018,6,Number of Drug Overdose Deaths,"1,495",Missouri,6 2018
25366,MO,2018,3,Number of Drug Overdose Deaths,"1,407",Missouri,3 2018
25379,MO,2018,5,Number of Drug Overdose Deaths,"1,455",Missouri,5 2018
25391,MO,2018,11,Number of Drug Overdose Deaths,"1,627",Missouri,11 2018
25398,MO,2018,10,Number of Drug Overdose Deaths,"1,598",Missouri,10 2018
25408,MO,2018,9,Number of Drug Overdose Deaths,"1,566",Missouri,9 2018
25420,MO,2019,4,Number of Drug Overdose Deaths,"1,647",Missouri,4 2019
25434,MO,2019,8,Number of Drug Overdose Deaths,"1,588",Missouri,8 2019
25450,MO,2019,12,Number of Drug Overdose Deaths,"1,603",Missouri,12 2019
25462,MO,2019,2,Number of Drug Overdose Deaths,"1,667",Missouri,2 2019
25466,MO,2019,1,Number of Drug Overdose Deaths,"1,664",Missouri,1 2019
25485,MO,2019,7,Number of Drug Overdose Deaths,"1,579",Missouri,7 2019
25498,MO,2019,6,Number of Drug Overdose Deaths,"1,582",Missouri,6 2019
25506,MO,2019,3,Number of Drug Overdose Deaths,"1,673",Missouri,3 2019
25523,MO,2019,5,Number of Drug Overdose Deaths,"1,635",Missouri,5 2019
25535,MO,2019,11,Number of Drug Overdose Deaths,"1,581",Missouri,11 2019
25544,MO,2019,10,Number of Drug Overdose Deaths,"1,584",Missouri,10 2019
25555,MO,2019,9,Number of Drug Overdose Deaths,"1,596",Missouri,9 2019
25571,MO,2020,4,Number of Drug Overdose Deaths,"1,749",Missouri,4 2020
25581,MO,2020,8,Number of Drug Overdose Deaths,"1,907",Missouri,8 2020
25592,MO,2020,12,Number of Drug Overdose Deaths,"1,915",Missouri,12 2020
25602,MO,2020,2,Number of Drug Overdose Deaths,"1,631",Missouri,2 2020
25619,MO,2020,1,Number of Drug Overdose Deaths,"1,597",Missouri,1 2020
25628,MO,2020,7,Number of Drug Overdose Deaths,"1,918",Missouri,7 2020
25642,MO,2020,6,Number of Drug Overdose Deaths,"1,897",Missouri,6 2020
25652,MO,2020,3,Number of Drug Overdose Deaths,"1,655",Missouri,3 2020
25663,MO,2020,5,Number of Drug Overdose Deaths,"1,834",Missouri,5 2020
25674,MO,2020,11,Number of Drug Overdose Deaths,"1,927",Missouri,11 2020
25685,MO,2020,10,Number of Drug Overdose Deaths,"1,917",Missouri,10 2020
25703,MO,2020,9,Number of Drug Overdose Deaths,"1,900",Missouri,9 2020
25715,MO,2021,4,Number of Drug Overdose Deaths,"2,000",Missouri,4 2021
25724,MO,2021,8,Number of Drug Overdose Deaths,"2,095",Missouri,8 2021
25733,MO,2021,12,Number of Drug Overdose Deaths,"2,195",Missouri,12 2021
25747,MO,2021,2,Number of Drug Overdose Deaths,"1,950",Missouri,2 2021
25758,MO,2021,1,Number of Drug Overdose Deaths,"1,946",Missouri,1 2021
25775,MO,2021,7,Number of Drug Overdose Deaths,"2,052",Missouri,7 2021
25786,MO,2021,6,Number of Drug Overdose Deaths,"2,039",Missouri,6 2021
25795,MO,2021,3,Number of Drug Overdose Deaths,"1,977",Missouri,3 2021
25810,MO,2021,5,Number of Drug Overdose Deaths,"2,014",Missouri,5 2021
25820,MO,2021,11,Number of Drug Overdose Deaths,"2,167",Missouri,11 2021
25834,MO,2021,10,Number of Drug Overdose Deaths,"2,141",Missouri,10 2021
25845,MO,2021,9,Number of Drug Overdose Deaths,"2,127",Missouri,9 2021
25853,MO,2022,4,Number of Drug Overdose Deaths,"2,167",Missouri,4 2022
25867,MO,2022,8,Number of Drug Overdose Deaths,"2,097",Missouri,8 2022
25876,MO,2022,2,Number of Drug Overdose Deaths,"2,203",Missouri,2 2022
25890,MO,2022,1,Number of Drug Overdose Deaths,"2,209",Missouri,1 2022
25901,MO,2022,7,Number of Drug Overdose Deaths,"2,117",Missouri,7 2022
25919,MO,2022,6,Number of Drug Overdose Deaths,"2,127",Missouri,6 2022
25927,MO,2022,3,Number of Drug Overdose Deaths,"2,196",Missouri,3 2022
25943,MO,2022,5,Number of Drug Overdose Deaths,"2,146",Missouri,5 2022
25949,MS,2015,4,Number of Drug Overdose Deaths,322,Mississippi,4 2015
25966,MS,2015,8,Number of Drug Overdose Deaths,348,Mississippi,8 2015
25969,MS,2015,12,Number of Drug Overdose Deaths,333,Mississippi,12 2015
25990,MS,2015,2,Number of Drug Overdose Deaths,302,Mississippi,2 2015
26003,MS,2015,1,Number of Drug Overdose Deaths,302,Mississippi,1 2015
26015,MS,2015,7,Number of Drug Overdose Deaths,343,Mississippi,7 2015
26023,MS,2015,6,Number of Drug Overdose Deaths,329,Mississippi,6 2015
26033,MS,2015,3,Number of Drug Overdose Deaths,307,Mississippi,3 2015
26049,MS,2015,5,Number of Drug Overdose Deaths,328,Mississippi,5 2015
26055,MS,2015,11,Number of Drug Overdose Deaths,325,Mississippi,11 2015
26073,MS,2015,10,Number of Drug Overdose Deaths,331,Mississippi,10 2015
26076,MS,2015,9,Number of Drug Overdose Deaths,337,Mississippi,9 2015
26095,MS,2016,4,Number of Drug Overdose Deaths,322,Mississippi,4 2016
26110,MS,2016,8,Number of Drug Overdose Deaths,313,Mississippi,8 2016
26115,MS,2016,12,Number of Drug Overdose Deaths,332,Mississippi,12 2016
26131,MS,2016,2,Number of Drug Overdose Deaths,335,Mississippi,2 2016
26146,MS,2016,1,Number of Drug Overdose Deaths,338,Mississippi,1 2016
26155,MS,2016,7,Number of Drug Overdose Deaths,319,Mississippi,7 2016
26170,MS,2016,6,Number of Drug Overdose Deaths,320,Mississippi,6 2016
26181,MS,2016,3,Number of Drug Overdose Deaths,334,Mississippi,3 2016
26192,MS,2016,5,Number of Drug Overdose Deaths,323,Mississippi,5 2016
26203,MS,2016,11,Number of Drug Overdose Deaths,334,Mississippi,11 2016
26217,MS,2016,10,Number of Drug Overdose Deaths,336,Mississippi,10 2016
26229,MS,2016,9,Number of Drug Overdose Deaths,327,Mississippi,9 2016
26242,MS,2017,4,Number of Drug Overdose Deaths,334,Mississippi,4 2017
26255,MS,2017,8,Number of Drug Overdose Deaths,315,Mississippi,8 2017
26267,MS,2017,12,Number of Drug Overdose Deaths,329,Mississippi,12 2017
26277,MS,2017,2,Number of Drug Overdose Deaths,323,Mississippi,2 2017
26291,MS,2017,1,Number of Drug Overdose Deaths,329,Mississippi,1 2017
26302,MS,2017,7,Number of Drug Overdose Deaths,327,Mississippi,7 2017
26309,MS,2017,6,Number of Drug Overdose Deaths,331,Mississippi,6 2017
26325,MS,2017,3,Number of Drug Overdose Deaths,327,Mississippi,3 2017
26338,MS,2017,5,Number of Drug Overdose Deaths,329,Mississippi,5 2017
26349,MS,2017,11,Number of Drug Overdose Deaths,330,Mississippi,11 2017
26360,MS,2017,10,Number of Drug Overdose Deaths,319,Mississippi,10 2017
26366,MS,2017,9,Number of Drug Overdose Deaths,318,Mississippi,9 2017
26384,MS,2018,4,Number of Drug Overdose Deaths,314,Mississippi,4 2018
26398,MS,2018,8,Number of Drug Overdose Deaths,325,Mississippi,8 2018
26411,MS,2018,12,Number of Drug Overdose Deaths,290,Mississippi,12 2018
26422,MS,2018,2,Number of Drug Overdose Deaths,337,Mississippi,2 2018
26434,MS,2018,1,Number of Drug Overdose Deaths,324,Mississippi,1 2018
26445,MS,2018,7,Number of Drug Overdose Deaths,308,Mississippi,7 2018
26458,MS,2018,6,Number of Drug Overdose Deaths,307,Mississippi,6 2018
26470,MS,2018,3,Number of Drug Overdose Deaths,327,Mississippi,3 2018
26483,MS,2018,5,Number of Drug Overdose Deaths,313,Mississippi,5 2018
26495,MS,2018,11,Number of Drug Overdose Deaths,299,Mississippi,11 2018
26502,MS,2018,10,Number of Drug Overdose Deaths,308,Mississippi,10 2018
26512,MS,2018,9,Number of Drug Overdose Deaths,315,Mississippi,9 2018
26524,MS,2019,4,Number of Drug Overdose Deaths,290,Mississippi,4 2019
26538,MS,2019,8,Number of Drug Overdose Deaths,330,Mississippi,8 2019
26554,MS,2019,12,Number of Drug Overdose Deaths,365,Mississippi,12 2019
26566,MS,2019,2,Number of Drug Overdose Deaths,273,Mississippi,2 2019
26570,MS,2019,1,Number of Drug Overdose Deaths,288,Mississippi,1 2019
26589,MS,2019,7,Number of Drug Overdose Deaths,333,Mississippi,7 2019
26602,MS,2019,6,Number of Drug Overdose Deaths,325,Mississippi,6 2019
26610,MS,2019,3,Number of Drug Overdose Deaths,285,Mississippi,3 2019
26627,MS,2019,5,Number of Drug Overdose Deaths,303,Mississippi,5 2019
26639,MS,2019,11,Number of Drug Overdose Deaths,347,Mississippi,11 2019
26648,MS,2019,10,Number of Drug Overdose Deaths,342,Mississippi,10 2019
26659,MS,2019,9,Number of Drug Overdose Deaths,335,Mississippi,9 2019
26675,MS,2020,4,Number of Drug Overdose Deaths,420,Mississippi,4 2020
26685,MS,2020,8,Number of Drug Overdose Deaths,491,Mississippi,8 2020
26696,MS,2020,12,Number of Drug Overdose Deaths,532,Mississippi,12 2020
26706,MS,2020,2,Number of Drug Overdose Deaths,397,Mississippi,2 2020
26723,MS,2020,1,Number of Drug Overdose Deaths,379,Mississippi,1 2020
26732,MS,2020,7,Number of Drug Overdose Deaths,462,Mississippi,7 2020
26746,MS,2020,6,Number of Drug Overdose Deaths,451,Mississippi,6 2020
26756,MS,2020,3,Number of Drug Overdose Deaths,399,Mississippi,3 2020
26767,MS,2020,5,Number of Drug Overdose Deaths,442,Mississippi,5 2020
26778,MS,2020,11,Number of Drug Overdose Deaths,522,Mississippi,11 2020
26789,MS,2020,10,Number of Drug Overdose Deaths,509,Mississippi,10 2020
26807,MS,2020,9,Number of Drug Overdose Deaths,497,Mississippi,9 2020
26819,MS,2021,4,Number of Drug Overdose Deaths,659,Mississippi,4 2021
26828,MS,2021,8,Number of Drug Overdose Deaths,693,Mississippi,8 2021
26837,MS,2021,12,Number of Drug Overdose Deaths,746,Mississippi,12 2021
26851,MS,2021,2,Number of Drug Overdose Deaths,596,Mississippi,2 2021
26862,MS,2021,1,Number of Drug Overdose Deaths,561,Mississippi,1 2021
26879,MS,2021,7,Number of Drug Overdose Deaths,695,Mississippi,7 2021
26890,MS,2021,6,Number of Drug Overdose Deaths,674,Mississippi,6 2021
26899,MS,2021,3,Number of Drug Overdose Deaths,628,Mississippi,3 2021
26914,MS,2021,5,Number of Drug Overdose Deaths,668,Mississippi,5 2021
26924,MS,2021,11,Number of Drug Overdose Deaths,737,Mississippi,11 2021
26938,MS,2021,10,Number of Drug Overdose Deaths,731,Mississippi,10 2021
26949,MS,2021,9,Number of Drug Overdose Deaths,713,Mississippi,9 2021
26957,MS,2022,4,Number of Drug Overdose Deaths,690,Mississippi,4 2022
26971,MS,2022,8,Number of Drug Overdose Deaths,653,Mississippi,8 2022
26980,MS,2022,2,Number of Drug Overdose Deaths,717,Mississippi,2 2022
26994,MS,2022,1,Number of Drug Overdose Deaths,743,Mississippi,1 2022
27005,MS,2022,7,Number of Drug Overdose Deaths,660,Mississippi,7 2022
27023,MS,2022,6,Number of Drug Overdose Deaths,685,Mississippi,6 2022
27031,MS,2022,3,Number of Drug Overdose Deaths,718,Mississippi,3 2022
27047,MS,2022,5,Number of Drug Overdose Deaths,694,Mississippi,5 2022
27053,MT,2015,4,Number of Drug Overdose Deaths,126,Montana,4 2015
27070,MT,2015,8,Number of Drug Overdose Deaths,121,Montana,8 2015
27073,MT,2015,12,Number of Drug Overdose Deaths,131,Montana,12 2015
27094,MT,2015,2,Number of Drug Overdose Deaths,125,Montana,2 2015
27107,MT,2015,1,Number of Drug Overdose Deaths,121,Montana,1 2015
27119,MT,2015,7,Number of Drug Overdose Deaths,128,Montana,7 2015
27127,MT,2015,6,Number of Drug Overdose Deaths,132,Montana,6 2015
27137,MT,2015,3,Number of Drug Overdose Deaths,129,Montana,3 2015
27153,MT,2015,5,Number of Drug Overdose Deaths,135,Montana,5 2015
27159,MT,2015,11,Number of Drug Overdose Deaths,128,Montana,11 2015
27177,MT,2015,10,Number of Drug Overdose Deaths,126,Montana,10 2015
27180,MT,2015,9,Number of Drug Overdose Deaths,125,Montana,9 2015
27199,MT,2016,4,Number of Drug Overdose Deaths,128,Montana,4 2016
27214,MT,2016,8,Number of Drug Overdose Deaths,130,Montana,8 2016
27219,MT,2016,12,Number of Drug Overdose Deaths,114,Montana,12 2016
27235,MT,2016,2,Number of Drug Overdose Deaths,120,Montana,2 2016
27250,MT,2016,1,Number of Drug Overdose Deaths,126,Montana,1 2016
27259,MT,2016,7,Number of Drug Overdose Deaths,127,Montana,7 2016
27274,MT,2016,6,Number of Drug Overdose Deaths,121,Montana,6 2016
27285,MT,2016,3,Number of Drug Overdose Deaths,125,Montana,3 2016
27296,MT,2016,5,Number of Drug Overdose Deaths,123,Montana,5 2016
27307,MT,2016,11,Number of Drug Overdose Deaths,120,Montana,11 2016
27321,MT,2016,10,Number of Drug Overdose Deaths,120,Montana,10 2016
27333,MT,2016,9,Number of Drug Overdose Deaths,123,Montana,9 2016
27346,MT,2017,4,Number of Drug Overdose Deaths,125,Montana,4 2017
27359,MT,2017,8,Number of Drug Overdose Deaths,117,Montana,8 2017
27371,MT,2017,12,Number of Drug Overdose Deaths,118,Montana,12 2017
27381,MT,2017,2,Number of Drug Overdose Deaths,131,Montana,2 2017
27395,MT,2017,1,Number of Drug Overdose Deaths,119,Montana,1 2017
27406,MT,2017,7,Number of Drug Overdose Deaths,119,Montana,7 2017
27413,MT,2017,6,Number of Drug Overdose Deaths,124,Montana,6 2017
27429,MT,2017,3,Number of Drug Overdose Deaths,128,Montana,3 2017
27442,MT,2017,5,Number of Drug Overdose Deaths,127,Montana,5 2017
27453,MT,2017,11,Number of Drug Overdose Deaths,115,Montana,11 2017
27464,MT,2017,10,Number of Drug Overdose Deaths,123,Montana,10 2017
27470,MT,2017,9,Number of Drug Overdose Deaths,119,Montana,9 2017
27488,MT,2018,4,Number of Drug Overdose Deaths,97,Montana,4 2018
27502,MT,2018,8,Number of Drug Overdose Deaths,109,Montana,8 2018
27515,MT,2018,12,Number of Drug Overdose Deaths,117,Montana,12 2018
27526,MT,2018,2,Number of Drug Overdose Deaths,105,Montana,2 2018
27538,MT,2018,1,Number of Drug Overdose Deaths,114,Montana,1 2018
27549,MT,2018,7,Number of Drug Overdose Deaths,105,Montana,7 2018
27562,MT,2018,6,Number of Drug Overdose Deaths,107,Montana,6 2018
27574,MT,2018,3,Number of Drug Overdose Deaths,99,Montana,3 2018
27587,MT,2018,5,Number of Drug Overdose Deaths,97,Montana,5 2018
27599,MT,2018,11,Number of Drug Overdose Deaths,116,Montana,11 2018
27606,MT,2018,10,Number of Drug Overdose Deaths,112,Montana,10 2018
27616,MT,2018,9,Number of Drug Overdose Deaths,112,Montana,9 2018
27628,MT,2019,4,Number of Drug Overdose Deaths,129,Montana,4 2019
27642,MT,2019,8,Number of Drug Overdose Deaths,138,Montana,8 2019
27658,MT,2019,12,Number of Drug Overdose Deaths,139,Montana,12 2019
27670,MT,2019,2,Number of Drug Overdose Deaths,123,Montana,2 2019
27674,MT,2019,1,Number of Drug Overdose Deaths,120,Montana,1 2019
27693,MT,2019,7,Number of Drug Overdose Deaths,133,Montana,7 2019
27706,MT,2019,6,Number of Drug Overdose Deaths,123,Montana,6 2019
27714,MT,2019,3,Number of Drug Overdose Deaths,124,Montana,3 2019
27731,MT,2019,5,Number of Drug Overdose Deaths,126,Montana,5 2019
27743,MT,2019,11,Number of Drug Overdose Deaths,140,Montana,11 2019
27752,MT,2019,10,Number of Drug Overdose Deaths,134,Montana,10 2019
27763,MT,2019,9,Number of Drug Overdose Deaths,137,Montana,9 2019
27779,MT,2020,4,Number of Drug Overdose Deaths,151,Montana,4 2020
27789,MT,2020,8,Number of Drug Overdose Deaths,142,Montana,8 2020
27800,MT,2020,12,Number of Drug Overdose Deaths,157,Montana,12 2020
27810,MT,2020,2,Number of Drug Overdose Deaths,137,Montana,2 2020
27827,MT,2020,1,Number of Drug Overdose Deaths,139,Montana,1 2020
27836,MT,2020,7,Number of Drug Overdose Deaths,144,Montana,7 2020
27850,MT,2020,6,Number of Drug Overdose Deaths,150,Montana,6 2020
27860,MT,2020,3,Number of Drug Overdose Deaths,141,Montana,3 2020
27871,MT,2020,5,Number of Drug Overdose Deaths,153,Montana,5 2020
27882,MT,2020,11,Number of Drug Overdose Deaths,153,Montana,11 2020
27893,MT,2020,10,Number of Drug Overdose Deaths,152,Montana,10 2020
27911,MT,2020,9,Number of Drug Overdose Deaths,147,Montana,9 2020
27923,MT,2021,4,Number of Drug Overdose Deaths,163,Montana,4 2021
27932,MT,2021,8,Number of Drug Overdose Deaths,189,Montana,8 2021
27941,MT,2021,12,Number of Drug Overdose Deaths,189,Montana,12 2021
27955,MT,2021,2,Number of Drug Overdose Deaths,166,Montana,2 2021
27966,MT,2021,1,Number of Drug Overdose Deaths,165,Montana,1 2021
27983,MT,2021,7,Number of Drug Overdose Deaths,181,Montana,7 2021
27994,MT,2021,6,Number of Drug Overdose Deaths,176,Montana,6 2021
28003,MT,2021,3,Number of Drug Overdose Deaths,164,Montana,3 2021
28018,MT,2021,5,Number of Drug Overdose Deaths,173,Montana,5 2021
28028,MT,2021,11,Number of Drug Overdose Deaths,184,Montana,11 2021
28042,MT,2021,10,Number of Drug Overdose Deaths,186,Montana,10 2021
28053,MT,2021,9,Number of Drug Overdose Deaths,191,Montana,9 2021
28061,MT,2022,4,Number of Drug Overdose Deaths,198,Montana,4 2022
28075,MT,2022,8,Number of Drug Overdose Deaths,182,Montana,8 2022
28084,MT,2022,2,Number of Drug Overdose Deaths,190,Montana,2 2022
28098,MT,2022,1,Number of Drug Overdose Deaths,185,Montana,1 2022
28109,MT,2022,7,Number of Drug Overdose Deaths,188,Montana,7 2022
28127,MT,2022,6,Number of Drug Overdose Deaths,192,Montana,6 2022
28135,MT,2022,3,Number of Drug Overdose Deaths,204,Montana,3 2022
28151,MT,2022,5,Number of Drug Overdose Deaths,194,Montana,5 2022
28157,NC,2015,4,Number of Drug Overdose Deaths,"1,365",North Carolina,4 2015
28174,NC,2015,8,Number of Drug Overdose Deaths,"1,416",North Carolina,8 2015
28177,NC,2015,12,Number of Drug Overdose Deaths,"1,537",North Carolina,12 2015
28198,NC,2015,2,Number of Drug Overdose Deaths,"1,357",North Carolina,2 2015
28211,NC,2015,1,Number of Drug Overdose Deaths,"1,359",North Carolina,1 2015
28223,NC,2015,7,Number of Drug Overdose Deaths,"1,422",North Carolina,7 2015
28231,NC,2015,6,Number of Drug Overdose Deaths,"1,406",North Carolina,6 2015
28241,NC,2015,3,Number of Drug Overdose Deaths,"1,358",North Carolina,3 2015
28257,NC,2015,5,Number of Drug Overdose Deaths,"1,389",North Carolina,5 2015
28263,NC,2015,11,Number of Drug Overdose Deaths,"1,503",North Carolina,11 2015
28281,NC,2015,10,Number of Drug Overdose Deaths,"1,455",North Carolina,10 2015
28284,NC,2015,9,Number of Drug Overdose Deaths,"1,439",North Carolina,9 2015
28303,NC,2016,4,Number of Drug Overdose Deaths,"1,694",North Carolina,4 2016
28318,NC,2016,8,Number of Drug Overdose Deaths,"1,869",North Carolina,8 2016
28323,NC,2016,12,Number of Drug Overdose Deaths,"1,931",North Carolina,12 2016
28339,NC,2016,2,Number of Drug Overdose Deaths,"1,595",North Carolina,2 2016
28354,NC,2016,1,Number of Drug Overdose Deaths,"1,589",North Carolina,1 2016
28363,NC,2016,7,Number of Drug Overdose Deaths,"1,816",North Carolina,7 2016
28378,NC,2016,6,Number of Drug Overdose Deaths,"1,792",North Carolina,6 2016
28389,NC,2016,3,Number of Drug Overdose Deaths,"1,654",North Carolina,3 2016
28400,NC,2016,5,Number of Drug Overdose Deaths,"1,736",North Carolina,5 2016
28411,NC,2016,11,Number of Drug Overdose Deaths,"1,905",North Carolina,11 2016
28425,NC,2016,10,Number of Drug Overdose Deaths,"1,900",North Carolina,10 2016
28437,NC,2016,9,Number of Drug Overdose Deaths,"1,880",North Carolina,9 2016
28450,NC,2017,4,Number of Drug Overdose Deaths,"2,082",North Carolina,4 2017
28463,NC,2017,8,Number of Drug Overdose Deaths,"2,259",North Carolina,8 2017
28475,NC,2017,12,Number of Drug Overdose Deaths,"2,369",North Carolina,12 2017
28485,NC,2017,2,Number of Drug Overdose Deaths,"2,019",North Carolina,2 2017
28499,NC,2017,1,Number of Drug Overdose Deaths,"1,974",North Carolina,1 2017
28510,NC,2017,7,Number of Drug Overdose Deaths,"2,204",North Carolina,7 2017
28517,NC,2017,6,Number of Drug Overdose Deaths,"2,165",North Carolina,6 2017
28533,NC,2017,3,Number of Drug Overdose Deaths,"2,049",North Carolina,3 2017
28546,NC,2017,5,Number of Drug Overdose Deaths,"2,106",North Carolina,5 2017
28557,NC,2017,11,Number of Drug Overdose Deaths,"2,332",North Carolina,11 2017
28568,NC,2017,10,Number of Drug Overdose Deaths,"2,335",North Carolina,10 2017
