Year,Month,Indicator,Value,State
2015,February,Number of Drug Overdose Deaths,302,Mississippi
2015,January,Number of Drug Overdose Deaths,302,Mississippi
2015,July,Number of Drug Overdose Deaths,343,Mississippi
2015,June,Number of Drug Overdose Deaths,329,Mississippi
2015,March,Number of Drug Overdose Deaths,307,Mississippi
2015,May,Number of Drug Overdose Deaths,328,Mississippi
2015,November,Number of Drug Overdose Deaths,325,Mississippi
2015,October,Number of Drug Overdose Deaths,331,Mississippi
2015,September,Number of Drug Overdose Deaths,337,Mississippi
2016,April,Number of Drug Overdose Deaths,322,Mississippi
2016,August,Number of Drug Overdose Deaths,313,Mississippi
2016,December,Number of Drug Overdose Deaths,332,Mississippi
2016,February,Number of Drug Overdose Deaths,335,Mississippi
2016,January,Number of Drug Overdose Deaths,338,Mississippi
2016,July,Number of Drug Overdose Deaths,319,Mississippi
2016,June,Number of Drug Overdose Deaths,320,Mississippi
2016,March,Number of Drug Overdose Deaths,334,Mississippi
2016,May,Number of Drug Overdose Deaths,323,Mississippi
2016,November,Number of Drug Overdose Deaths,334,Mississippi
2016,October,Number of Drug Overdose Deaths,336,Mississippi
2016,September,Number of Drug Overdose Deaths,327,Mississippi
2017,April,Number of Drug Overdose Deaths,334,Mississippi
2017,August,Number of Drug Overdose Deaths,315,Mississippi
2017,December,Number of Drug Overdose Deaths,329,Mississippi
2017,February,Number of Drug Overdose Deaths,323,Mississippi
2017,January,Number of Drug Overdose Deaths,329,Mississippi
2017,July,Number of Drug Overdose Deaths,327,Mississippi
2017,June,Number of Drug Overdose Deaths,331,Mississippi
2017,March,Number of Drug Overdose Deaths,327,Mississippi
2017,May,Number of Drug Overdose Deaths,329,Mississippi
2017,November,Number of Drug Overdose Deaths,330,Mississippi
2017,October,Number of Drug Overdose Deaths,319,Mississippi
2017,September,Number of Drug Overdose Deaths,318,Mississippi
2018,April,Number of Drug Overdose Deaths,314,Mississippi
2018,August,Number of Drug Overdose Deaths,325,Mississippi
2018,December,Number of Drug Overdose Deaths,290,Mississippi
2018,February,Number of Drug Overdose Deaths,337,Mississippi
2018,January,Number of Drug Overdose Deaths,324,Mississippi
2018,July,Number of Drug Overdose Deaths,308,Mississippi
2018,June,Number of Drug Overdose Deaths,307,Mississippi
2018,March,Number of Drug Overdose Deaths,327,Mississippi
2018,May,Number of Drug Overdose Deaths,313,Mississippi
2018,November,Number of Drug Overdose Deaths,299,Mississippi
2018,October,Number of Drug Overdose Deaths,308,Mississippi
2018,September,Number of Drug Overdose Deaths,315,Mississippi
2019,April,Number of Drug Overdose Deaths,290,Mississippi
2019,August,Number of Drug Overdose Deaths,330,Mississippi
2019,December,Number of Drug Overdose Deaths,365,Mississippi
2019,February,Number of Drug Overdose Deaths,273,Mississippi
2019,January,Number of Drug Overdose Deaths,288,Mississippi
2019,July,Number of Drug Overdose Deaths,333,Mississippi
2019,June,Number of Drug Overdose Deaths,325,Mississippi
2019,March,Number of Drug Overdose Deaths,285,Mississippi
2019,May,Number of Drug Overdose Deaths,303,Mississippi
2019,November,Number of Drug Overdose Deaths,347,Mississippi
2019,October,Number of Drug Overdose Deaths,342,Mississippi
2019,September,Number of Drug Overdose Deaths,335,Mississippi
2020,April,Number of Drug Overdose Deaths,420,Mississippi
2020,August,Number of Drug Overdose Deaths,491,Mississippi
2020,December,Number of Drug Overdose Deaths,532,Mississippi
2020,February,Number of Drug Overdose Deaths,397,Mississippi
2020,January,Number of Drug Overdose Deaths,379,Mississippi
2020,July,Number of Drug Overdose Deaths,462,Mississippi
2020,June,Number of Drug Overdose Deaths,451,Mississippi
2020,March,Number of Drug Overdose Deaths,399,Mississippi
2020,May,Number of Drug Overdose Deaths,442,Mississippi
2020,November,Number of Drug Overdose Deaths,522,Mississippi
2020,October,Number of Drug Overdose Deaths,509,Mississippi
2020,September,Number of Drug Overdose Deaths,497,Mississippi
2021,April,Number of Drug Overdose Deaths,659,Mississippi
2021,August,Number of Drug Overdose Deaths,693,Mississippi
2021,December,Number of Drug Overdose Deaths,746,Mississippi
2021,February,Number of Drug Overdose Deaths,596,Mississippi
2021,January,Number of Drug Overdose Deaths,561,Mississippi
2021,July,Number of Drug Overdose Deaths,695,Mississippi
2021,June,Number of Drug Overdose Deaths,674,Mississippi
2021,March,Number of Drug Overdose Deaths,628,Mississippi
2021,May,Number of Drug Overdose Deaths,668,Mississippi
2021,November,Number of Drug Overdose Deaths,737,Mississippi
2021,October,Number of Drug Overdose Deaths,731,Mississippi
2021,September,Number of Drug Overdose Deaths,713,Mississippi
2022,April,Number of Drug Overdose Deaths,690,Mississippi
2022,August,Number of Drug Overdose Deaths,653,Mississippi
2022,February,Number of Drug Overdose Deaths,717,Mississippi
2022,January,Number of Drug Overdose Deaths,743,Mississippi
2022,July,Number of Drug Overdose Deaths,660,Mississippi
2022,June,Number of Drug Overdose Deaths,685,Mississippi
2022,March,Number of Drug Overdose Deaths,718,Mississippi
2022,May,Number of Drug Overdose Deaths,694,Mississippi
2015,April,Number of Drug Overdose Deaths,126,Montana
2015,August,Number of Drug Overdose Deaths,121,Montana
2015,December,Number of Drug Overdose Deaths,131,Montana
2015,February,Number of Drug Overdose Deaths,125,Montana
2015,January,Number of Drug Overdose Deaths,121,Montana
2015,July,Number of Drug Overdose Deaths,128,Montana
2015,June,Number of Drug Overdose Deaths,132,Montana
2015,March,Number of Drug Overdose Deaths,129,Montana
2015,May,Number of Drug Overdose Deaths,135,Montana
2015,November,Number of Drug Overdose Deaths,128,Montana
2015,October,Number of Drug Overdose Deaths,126,Montana
2015,September,Number of Drug Overdose Deaths,125,Montana
2016,April,Number of Drug Overdose Deaths,128,Montana
2016,August,Number of Drug Overdose Deaths,130,Montana
2016,December,Number of Drug Overdose Deaths,114,Montana
2016,February,Number of Drug Overdose Deaths,120,Montana
2016,January,Number of Drug Overdose Deaths,126,Montana
2016,July,Number of Drug Overdose Deaths,127,Montana
2016,June,Number of Drug Overdose Deaths,121,Montana
2016,March,Number of Drug Overdose Deaths,125,Montana
2016,May,Number of Drug Overdose Deaths,123,Montana
2016,November,Number of Drug Overdose Deaths,120,Montana
2016,October,Number of Drug Overdose Deaths,120,Montana
2016,September,Number of Drug Overdose Deaths,123,Montana
2017,April,Number of Drug Overdose Deaths,125,Montana
2017,August,Number of Drug Overdose Deaths,117,Montana
2017,December,Number of Drug Overdose Deaths,118,Montana
2017,February,Number of Drug Overdose Deaths,131,Montana
2017,January,Number of Drug Overdose Deaths,119,Montana
2017,July,Number of Drug Overdose Deaths,119,Montana
2017,June,Number of Drug Overdose Deaths,124,Montana
2017,March,Number of Drug Overdose Deaths,128,Montana
2017,May,Number of Drug Overdose Deaths,127,Montana
2017,November,Number of Drug Overdose Deaths,115,Montana
2017,October,Number of Drug Overdose Deaths,123,Montana
2017,September,Number of Drug Overdose Deaths,119,Montana
2018,April,Number of Drug Overdose Deaths,97,Montana
2018,August,Number of Drug Overdose Deaths,109,Montana
2018,December,Number of Drug Overdose Deaths,117,Montana
2018,February,Number of Drug Overdose Deaths,105,Montana
2018,January,Number of Drug Overdose Deaths,114,Montana
2018,July,Number of Drug Overdose Deaths,105,Montana
2018,June,Number of Drug Overdose Deaths,107,Montana
2018,March,Number of Drug Overdose Deaths,99,Montana
2018,May,Number of Drug Overdose Deaths,97,Montana
2018,November,Number of Drug Overdose Deaths,116,Montana
2018,October,Number of Drug Overdose Deaths,112,Montana
2018,September,Number of Drug Overdose Deaths,112,Montana
2019,April,Number of Drug Overdose Deaths,129,Montana
2019,August,Number of Drug Overdose Deaths,138,Montana
2019,December,Number of Drug Overdose Deaths,139,Montana
2019,February,Number of Drug Overdose Deaths,123,Montana
2019,January,Number of Drug Overdose Deaths,120,Montana
2019,July,Number of Drug Overdose Deaths,133,Montana
2019,June,Number of Drug Overdose Deaths,123,Montana
2019,March,Number of Drug Overdose Deaths,124,Montana
2019,May,Number of Drug Overdose Deaths,126,Montana
2019,November,Number of Drug Overdose Deaths,140,Montana
2019,October,Number of Drug Overdose Deaths,134,Montana
2019,September,Number of Drug Overdose Deaths,137,Montana
2020,April,Number of Drug Overdose Deaths,151,Montana
2020,August,Number of Drug Overdose Deaths,142,Montana
2020,December,Number of Drug Overdose Deaths,157,Montana
2020,February,Number of Drug Overdose Deaths,137,Montana
2020,January,Number of Drug Overdose Deaths,139,Montana
2020,July,Number of Drug Overdose Deaths,144,Montana
2020,June,Number of Drug Overdose Deaths,150,Montana
2020,March,Number of Drug Overdose Deaths,141,Montana
2020,May,Number of Drug Overdose Deaths,153,Montana
2020,November,Number of Drug Overdose Deaths,153,Montana
2020,October,Number of Drug Overdose Deaths,152,Montana
2020,September,Number of Drug Overdose Deaths,147,Montana
2021,April,Number of Drug Overdose Deaths,163,Montana
2021,August,Number of Drug Overdose Deaths,189,Montana
2021,December,Number of Drug Overdose Deaths,189,Montana
2021,February,Number of Drug Overdose Deaths,166,Montana
2021,January,Number of Drug Overdose Deaths,165,Montana
2021,July,Number of Drug Overdose Deaths,181,Montana
2021,June,Number of Drug Overdose Deaths,176,Montana
2021,March,Number of Drug Overdose Deaths,164,Montana
2021,May,Number of Drug Overdose Deaths,173,Montana
2021,November,Number of Drug Overdose Deaths,184,Montana
2021,October,Number of Drug Overdose Deaths,186,Montana
2021,September,Number of Drug Overdose Deaths,191,Montana
2022,April,Number of Drug Overdose Deaths,198,Montana
2022,August,Number of Drug Overdose Deaths,182,Montana
2022,February,Number of Drug Overdose Deaths,190,Montana
2022,January,Number of Drug Overdose Deaths,185,Montana
2022,July,Number of Drug Overdose Deaths,188,Montana
2022,June,Number of Drug Overdose Deaths,192,Montana
2022,March,Number of Drug Overdose Deaths,204,Montana
2022,May,Number of Drug Overdose Deaths,194,Montana
2015,April,Number of Drug Overdose Deaths,"1,365",North Carolina
2015,August,Number of Drug Overdose Deaths,"1,416",North Carolina
2015,December,Number of Drug Overdose Deaths,"1,537",North Carolina
2015,February,Number of Drug Overdose Deaths,"1,357",North Carolina
2015,January,Number of Drug Overdose Deaths,"1,359",North Carolina
2015,July,Number of Drug Overdose Deaths,"1,422",North Carolina
2015,June,Number of Drug Overdose Deaths,"1,406",North Carolina
2015,March,Number of Drug Overdose Deaths,"1,358",North Carolina
2015,May,Number of Drug Overdose Deaths,"1,389",North Carolina
2015,November,Number of Drug Overdose Deaths,"1,503",North Carolina
2015,October,Number of Drug Overdose Deaths,"1,455",North Carolina
2015,September,Number of Drug Overdose Deaths,"1,439",North Carolina
2016,April,Number of Drug Overdose Deaths,"1,694",North Carolina
2016,August,Number of Drug Overdose Deaths,"1,869",North Carolina
2016,December,Number of Drug Overdose Deaths,"1,931",North Carolina
2016,February,Number of Drug Overdose Deaths,"1,595",North Carolina
2016,January,Number of Drug Overdose Deaths,"1,589",North Carolina
2016,July,Number of Drug Overdose Deaths,"1,816",North Carolina
2016,June,Number of Drug Overdose Deaths,"1,792",North Carolina
2016,March,Number of Drug Overdose Deaths,"1,654",North Carolina
2016,May,Number of Drug Overdose Deaths,"1,736",North Carolina
2016,November,Number of Drug Overdose Deaths,"1,905",North Carolina
2016,October,Number of Drug Overdose Deaths,"1,900",North Carolina
2016,September,Number of Drug Overdose Deaths,"1,880",North Carolina
2017,April,Number of Drug Overdose Deaths,"2,082",North Carolina
2017,August,Number of Drug Overdose Deaths,"2,259",North Carolina
2017,December,Number of Drug Overdose Deaths,"2,369",North Carolina
2017,February,Number of Drug Overdose Deaths,"2,019",North Carolina
2017,January,Number of Drug Overdose Deaths,"1,974",North Carolina
2017,July,Number of Drug Overdose Deaths,"2,204",North Carolina
2017,June,Number of Drug Overdose Deaths,"2,165",North Carolina
2017,March,Number of Drug Overdose Deaths,"2,049",North Carolina
2017,May,Number of Drug Overdose Deaths,"2,106",North Carolina
2017,November,Number of Drug Overdose Deaths,"2,332",North Carolina
2017,October,Number of Drug Overdose Deaths,"2,335",North Carolina
2017,September,Number of Drug Overdose Deaths,"2,320",North Carolina
2018,April,Number of Drug Overdose Deaths,"2,282",North Carolina
2018,August,Number of Drug Overdose Deaths,"2,224",North Carolina
2018,December,Number of Drug Overdose Deaths,"2,246",North Carolina
2018,February,Number of Drug Overdose Deaths,"2,331",North Carolina
2018,January,Number of Drug Overdose Deaths,"2,358",North Carolina
2018,July,Number of Drug Overdose Deaths,"2,272",North Carolina
2018,June,Number of Drug Overdose Deaths,"2,287",North Carolina
2018,March,Number of Drug Overdose Deaths,"2,293",North Carolina
2018,May,Number of Drug Overdose Deaths,"2,288",North Carolina
2018,November,Number of Drug Overdose Deaths,"2,275",North Carolina
2018,October,Number of Drug Overdose Deaths,"2,245",North Carolina
2018,September,Number of Drug Overdose Deaths,"2,231",North Carolina
2019,April,Number of Drug Overdose Deaths,"2,323",North Carolina
2019,August,Number of Drug Overdose Deaths,"2,266",North Carolina
2019,December,Number of Drug Overdose Deaths,"2,236",North Carolina
2019,February,Number of Drug Overdose Deaths,"2,263",North Carolina
2019,January,Number of Drug Overdose Deaths,"2,225",North Carolina
2019,July,Number of Drug Overdose Deaths,"2,288",North Carolina
2019,June,Number of Drug Overdose Deaths,"2,285",North Carolina
2019,March,Number of Drug Overdose Deaths,"2,315",North Carolina
2019,May,Number of Drug Overdose Deaths,"2,300",North Carolina
2019,November,Number of Drug Overdose Deaths,"2,249",North Carolina
2019,October,Number of Drug Overdose Deaths,"2,252",North Carolina
2019,September,Number of Drug Overdose Deaths,"2,256",North Carolina
2020,April,Number of Drug Overdose Deaths,"2,422",North Carolina
2020,August,Number of Drug Overdose Deaths,"2,889",North Carolina
2020,December,Number of Drug Overdose Deaths,"3,121",North Carolina
2020,February,Number of Drug Overdose Deaths,"2,307",North Carolina
2020,January,Number of Drug Overdose Deaths,"2,279",North Carolina
2020,July,Number of Drug Overdose Deaths,"2,770",North Carolina
2020,June,Number of Drug Overdose Deaths,"2,661",North Carolina
2020,March,Number of Drug Overdose Deaths,"2,327",North Carolina
2020,May,Number of Drug Overdose Deaths,"2,598",North Carolina
2020,November,Number of Drug Overdose Deaths,"3,049",North Carolina
2020,October,Number of Drug Overdose Deaths,"2,972",North Carolina
2020,September,Number of Drug Overdose Deaths,"2,924",North Carolina
2021,April,Number of Drug Overdose Deaths,"3,450",North Carolina
2021,August,Number of Drug Overdose Deaths,"3,569",North Carolina
2021,December,Number of Drug Overdose Deaths,"3,900",North Carolina
2021,February,Number of Drug Overdose Deaths,"3,282",North Carolina
2021,January,Number of Drug Overdose Deaths,"3,221",North Carolina
2021,July,Number of Drug Overdose Deaths,"3,538",North Carolina
2021,June,Number of Drug Overdose Deaths,"3,479",North Carolina
2021,March,Number of Drug Overdose Deaths,"3,401",North Carolina
2021,May,Number of Drug Overdose Deaths,"3,424",North Carolina
2021,November,Number of Drug Overdose Deaths,"3,777",North Carolina
2021,October,Number of Drug Overdose Deaths,"3,722",North Carolina
2021,September,Number of Drug Overdose Deaths,"3,647",North Carolina
2022,April,Number of Drug Overdose Deaths,"3,860",North Carolina
2022,August,Number of Drug Overdose Deaths,"3,286",North Carolina
2022,February,Number of Drug Overdose Deaths,"3,894",North Carolina
2022,January,Number of Drug Overdose Deaths,"3,868",North Carolina
2022,July,Number of Drug Overdose Deaths,"3,569",North Carolina
2022,June,Number of Drug Overdose Deaths,"3,768",North Carolina
2022,March,Number of Drug Overdose Deaths,"3,865",North Carolina
2022,May,Number of Drug Overdose Deaths,"3,788",North Carolina
2015,April,Number of Drug Overdose Deaths,61,North Dakota
2015,August,Number of Drug Overdose Deaths,70,North Dakota
2015,December,Number of Drug Overdose Deaths,66,North Dakota
2015,February,Number of Drug Overdose Deaths,65,North Dakota
2015,January,Number of Drug Overdose Deaths,65,North Dakota
2015,July,Number of Drug Overdose Deaths,68,North Dakota
2015,June,Number of Drug Overdose Deaths,71,North Dakota
2015,March,Number of Drug Overdose Deaths,64,North Dakota
2015,May,Number of Drug Overdose Deaths,67,North Dakota
2015,November,Number of Drug Overdose Deaths,63,North Dakota
2015,October,Number of Drug Overdose Deaths,68,North Dakota
2015,September,Number of Drug Overdose Deaths,71,North Dakota
2016,April,Number of Drug Overdose Deaths,73,North Dakota
2016,August,Number of Drug Overdose Deaths,68,North Dakota
2016,December,Number of Drug Overdose Deaths,80,North Dakota
2016,February,Number of Drug Overdose Deaths,59,North Dakota
2016,January,Number of Drug Overdose Deaths,62,North Dakota
2016,July,Number of Drug Overdose Deaths,65,North Dakota
2016,June,Number of Drug Overdose Deaths,65,North Dakota
2016,March,Number of Drug Overdose Deaths,66,North Dakota
2016,May,Number of Drug Overdose Deaths,66,North Dakota
2016,November,Number of Drug Overdose Deaths,79,North Dakota
2016,October,Number of Drug Overdose Deaths,73,North Dakota
2016,September,Number of Drug Overdose Deaths,72,North Dakota
2017,April,Number of Drug Overdose Deaths,78,North Dakota
2017,August,Number of Drug Overdose Deaths,81,North Dakota
2017,December,Number of Drug Overdose Deaths,76,North Dakota
2017,February,Number of Drug Overdose Deaths,84,North Dakota
2017,January,Number of Drug Overdose Deaths,81,North Dakota
2017,July,Number of Drug Overdose Deaths,83,North Dakota
2017,June,Number of Drug Overdose Deaths,81,North Dakota
2017,March,Number of Drug Overdose Deaths,80,North Dakota
2017,May,Number of Drug Overdose Deaths,80,North Dakota
2017,November,Number of Drug Overdose Deaths,74,North Dakota
2017,October,Number of Drug Overdose Deaths,75,North Dakota
2017,September,Number of Drug Overdose Deaths,77,North Dakota
2018,April,Number of Drug Overdose Deaths,76,North Dakota
2018,August,Number of Drug Overdose Deaths,67,North Dakota
2018,December,Number of Drug Overdose Deaths,70,North Dakota
2018,February,Number of Drug Overdose Deaths,78,North Dakota
2018,January,Number of Drug Overdose Deaths,81,North Dakota
2018,July,Number of Drug Overdose Deaths,69,North Dakota
2018,June,Number of Drug Overdose Deaths,72,North Dakota
2018,March,Number of Drug Overdose Deaths,76,North Dakota
2018,May,Number of Drug Overdose Deaths,73,North Dakota
2018,November,Number of Drug Overdose Deaths,71,North Dakota
2018,October,Number of Drug Overdose Deaths,74,North Dakota
2018,September,Number of Drug Overdose Deaths,72,North Dakota
2019,April,Number of Drug Overdose Deaths,75,North Dakota
2019,August,Number of Drug Overdose Deaths,88,North Dakota
2019,December,Number of Drug Overdose Deaths,90,North Dakota
2019,February,Number of Drug Overdose Deaths,70,North Dakota
2019,January,Number of Drug Overdose Deaths,63,North Dakota
2019,July,Number of Drug Overdose Deaths,86,North Dakota
2019,June,Number of Drug Overdose Deaths,76,North Dakota
2019,March,Number of Drug Overdose Deaths,76,North Dakota
2019,May,Number of Drug Overdose Deaths,74,North Dakota
2019,November,Number of Drug Overdose Deaths,88,North Dakota
2019,October,Number of Drug Overdose Deaths,81,North Dakota
2019,September,Number of Drug Overdose Deaths,84,North Dakota
2020,April,Number of Drug Overdose Deaths,106,North Dakota
2020,August,Number of Drug Overdose Deaths,108,North Dakota
2020,December,Number of Drug Overdose Deaths,123,North Dakota
2020,February,Number of Drug Overdose Deaths,101,North Dakota
2020,January,Number of Drug Overdose Deaths,99,North Dakota
2020,July,Number of Drug Overdose Deaths,107,North Dakota
2020,June,Number of Drug Overdose Deaths,111,North Dakota
2020,March,Number of Drug Overdose Deaths,104,North Dakota
2020,May,Number of Drug Overdose Deaths,112,North Dakota
2020,November,Number of Drug Overdose Deaths,114,North Dakota
2020,October,Number of Drug Overdose Deaths,120,North Dakota
2020,September,Number of Drug Overdose Deaths,116,North Dakota
2021,April,Number of Drug Overdose Deaths,122,North Dakota
2021,August,Number of Drug Overdose Deaths,130,North Dakota
2021,December,Number of Drug Overdose Deaths,136,North Dakota
2021,February,Number of Drug Overdose Deaths,120,North Dakota
2021,January,Number of Drug Overdose Deaths,125,North Dakota
2021,July,Number of Drug Overdose Deaths,128,North Dakota
2021,June,Number of Drug Overdose Deaths,129,North Dakota
2021,March,Number of Drug Overdose Deaths,120,North Dakota
2021,May,Number of Drug Overdose Deaths,129,North Dakota
2021,November,Number of Drug Overdose Deaths,138,North Dakota
2021,October,Number of Drug Overdose Deaths,134,North Dakota
2021,September,Number of Drug Overdose Deaths,129,North Dakota
2022,April,Number of Drug Overdose Deaths,134,North Dakota
2022,August,Number of Drug Overdose Deaths,138,North Dakota
2022,February,Number of Drug Overdose Deaths,134,North Dakota
2022,January,Number of Drug Overdose Deaths,131,North Dakota
2022,July,Number of Drug Overdose Deaths,136,North Dakota
2022,June,Number of Drug Overdose Deaths,133,North Dakota
2022,March,Number of Drug Overdose Deaths,136,North Dakota
2022,May,Number of Drug Overdose Deaths,129,North Dakota
2015,April,Number of Drug Overdose Deaths,125,Nebraska
2015,August,Number of Drug Overdose Deaths,131,Nebraska
2015,December,Number of Drug Overdose Deaths,123,Nebraska
2015,February,Number of Drug Overdose Deaths,129,Nebraska
2015,January,Number of Drug Overdose Deaths,121,Nebraska
2015,July,Number of Drug Overdose Deaths,132,Nebraska
2015,June,Number of Drug Overdose Deaths,130,Nebraska
2015,March,Number of Drug Overdose Deaths,131,Nebraska
2015,May,Number of Drug Overdose Deaths,129,Nebraska
2015,November,Number of Drug Overdose Deaths,126,Nebraska
2015,October,Number of Drug Overdose Deaths,135,Nebraska
2015,September,Number of Drug Overdose Deaths,135,Nebraska
2016,April,Number of Drug Overdose Deaths,127,Nebraska
2016,August,Number of Drug Overdose Deaths,118,Nebraska
2016,December,Number of Drug Overdose Deaths,113,Nebraska
2016,February,Number of Drug Overdose Deaths,126,Nebraska
2016,January,Number of Drug Overdose Deaths,122,Nebraska
2016,July,Number of Drug Overdose Deaths,118,Nebraska
2016,June,Number of Drug Overdose Deaths,118,Nebraska
2016,March,Number of Drug Overdose Deaths,125,Nebraska
2016,May,Number of Drug Overdose Deaths,123,Nebraska
2016,November,Number of Drug Overdose Deaths,114,Nebraska
2016,October,Number of Drug Overdose Deaths,108,Nebraska
2016,September,Number of Drug Overdose Deaths,113,Nebraska
2017,April,Number of Drug Overdose Deaths,108,Nebraska
2017,August,Number of Drug Overdose Deaths,124,Nebraska
2017,December,Number of Drug Overdose Deaths,157,Nebraska
2017,February,Number of Drug Overdose Deaths,116,Nebraska
2017,January,Number of Drug Overdose Deaths,114,Nebraska
2017,July,Number of Drug Overdose Deaths,121,Nebraska
2017,June,Number of Drug Overdose Deaths,120,Nebraska
2017,March,Number of Drug Overdose Deaths,110,Nebraska
2017,May,Number of Drug Overdose Deaths,113,Nebraska
2017,November,Number of Drug Overdose Deaths,154,Nebraska
2017,October,Number of Drug Overdose Deaths,144,Nebraska
2017,September,Number of Drug Overdose Deaths,131,Nebraska
2018,April,Number of Drug Overdose Deaths,166,Nebraska
2018,August,Number of Drug Overdose Deaths,158,Nebraska
2018,December,Number of Drug Overdose Deaths,140,Nebraska
2018,February,Number of Drug Overdose Deaths,150,Nebraska
2018,January,Number of Drug Overdose Deaths,152,Nebraska
2018,July,Number of Drug Overdose Deaths,166,Nebraska
2018,June,Number of Drug Overdose Deaths,165,Nebraska
2018,March,Number of Drug Overdose Deaths,163,Nebraska
2018,May,Number of Drug Overdose Deaths,165,Nebraska
2018,November,Number of Drug Overdose Deaths,139,Nebraska
2018,October,Number of Drug Overdose Deaths,144,Nebraska
2018,September,Number of Drug Overdose Deaths,153,Nebraska
2019,April,Number of Drug Overdose Deaths,147,Nebraska
2019,August,Number of Drug Overdose Deaths,143,Nebraska
2019,December,Number of Drug Overdose Deaths,146,Nebraska
2019,February,Number of Drug Overdose Deaths,150,Nebraska
2019,January,Number of Drug Overdose Deaths,147,Nebraska
2019,July,Number of Drug Overdose Deaths,139,Nebraska
2019,June,Number of Drug Overdose Deaths,137,Nebraska
2019,March,Number of Drug Overdose Deaths,151,Nebraska
2019,May,Number of Drug Overdose Deaths,140,Nebraska
2019,November,Number of Drug Overdose Deaths,149,Nebraska
2019,October,Number of Drug Overdose Deaths,149,Nebraska
2019,September,Number of Drug Overdose Deaths,149,Nebraska
2020,April,Number of Drug Overdose Deaths,164,Nebraska
2020,August,Number of Drug Overdose Deaths,192,Nebraska
2020,December,Number of Drug Overdose Deaths,210,Nebraska
2020,February,Number of Drug Overdose Deaths,141,Nebraska
2020,January,Number of Drug Overdose Deaths,144,Nebraska
2020,July,Number of Drug Overdose Deaths,181,Nebraska
2020,June,Number of Drug Overdose Deaths,181,Nebraska
2020,March,Number of Drug Overdose Deaths,148,Nebraska
2020,May,Number of Drug Overdose Deaths,175,Nebraska
2020,November,Number of Drug Overdose Deaths,202,Nebraska
2020,October,Number of Drug Overdose Deaths,208,Nebraska
2020,September,Number of Drug Overdose Deaths,201,Nebraska
2021,April,Number of Drug Overdose Deaths,211,Nebraska
2021,August,Number of Drug Overdose Deaths,228,Nebraska
2021,December,Number of Drug Overdose Deaths,218,Nebraska
2021,February,Number of Drug Overdose Deaths,219,Nebraska
2021,January,Number of Drug Overdose Deaths,213,Nebraska
2021,July,Number of Drug Overdose Deaths,214,Nebraska
2021,June,Number of Drug Overdose Deaths,211,Nebraska
2021,March,Number of Drug Overdose Deaths,215,Nebraska
2021,May,Number of Drug Overdose Deaths,208,Nebraska
2021,November,Number of Drug Overdose Deaths,224,Nebraska
2021,October,Number of Drug Overdose Deaths,221,Nebraska
2021,September,Number of Drug Overdose Deaths,221,Nebraska
2022,April,Number of Drug Overdose Deaths,209,Nebraska
2022,August,Number of Drug Overdose Deaths,207,Nebraska
2022,February,Number of Drug Overdose Deaths,216,Nebraska
2022,January,Number of Drug Overdose Deaths,214,Nebraska
2022,July,Number of Drug Overdose Deaths,227,Nebraska
2022,June,Number of Drug Overdose Deaths,226,Nebraska
2022,March,Number of Drug Overdose Deaths,216,Nebraska
2022,May,Number of Drug Overdose Deaths,216,Nebraska
2015,April,Number of Drug Overdose Deaths,394,New Hampshire
2015,August,Number of Drug Overdose Deaths,426,New Hampshire
2015,December,Number of Drug Overdose Deaths,415,New Hampshire
2015,February,Number of Drug Overdose Deaths,360,New Hampshire
2015,January,Number of Drug Overdose Deaths,350,New Hampshire
2015,July,Number of Drug Overdose Deaths,424,New Hampshire
2015,June,Number of Drug Overdose Deaths,416,New Hampshire
2015,March,Number of Drug Overdose Deaths,367,New Hampshire
2015,May,Number of Drug Overdose Deaths,402,New Hampshire
2015,November,Number of Drug Overdose Deaths,444,New Hampshire
2015,October,Number of Drug Overdose Deaths,449,New Hampshire
2015,September,Number of Drug Overdose Deaths,449,New Hampshire
2016,April,Number of Drug Overdose Deaths,430,New Hampshire
2016,August,Number of Drug Overdose Deaths,449,New Hampshire
2016,December,Number of Drug Overdose Deaths,458,New Hampshire
2016,February,Number of Drug Overdose Deaths,428,New Hampshire
2016,January,Number of Drug Overdose Deaths,417,New Hampshire
2016,July,Number of Drug Overdose Deaths,441,New Hampshire
2016,June,Number of Drug Overdose Deaths,428,New Hampshire
2016,March,Number of Drug Overdose Deaths,435,New Hampshire
2016,May,Number of Drug Overdose Deaths,439,New Hampshire
2016,November,Number of Drug Overdose Deaths,443,New Hampshire
2016,October,Number of Drug Overdose Deaths,442,New Hampshire
2016,September,Number of Drug Overdose Deaths,446,New Hampshire
2017,April,Number of Drug Overdose Deaths,447,New Hampshire
2017,August,Number of Drug Overdose Deaths,470,New Hampshire
2017,December,Number of Drug Overdose Deaths,478,New Hampshire
2017,February,Number of Drug Overdose Deaths,446,New Hampshire
2017,January,Number of Drug Overdose Deaths,458,New Hampshire
2017,July,Number of Drug Overdose Deaths,463,New Hampshire
2017,June,Number of Drug Overdose Deaths,457,New Hampshire
2017,March,Number of Drug Overdose Deaths,439,New Hampshire
2017,May,Number of Drug Overdose Deaths,446,New Hampshire
2017,November,Number of Drug Overdose Deaths,472,New Hampshire
2017,October,Number of Drug Overdose Deaths,478,New Hampshire
2017,September,Number of Drug Overdose Deaths,470,New Hampshire
2018,April,Number of Drug Overdose Deaths,473,New Hampshire
